#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0015538	1.96187	4.90259e-06	5.04052e-06	0.972636	*
OG0015542	0.0381341	8.33819e-09	6.51041e-08	0.128075	N/S
OG0015542	1.96187	5.67659e-08	6.51041e-08	0.871925	N/S
OG0015544	0.0381341	8.33819e-09	6.51041e-08	0.128075	N/S
OG0015544	1.96187	5.67659e-08	6.51041e-08	0.871925	N/S
OG0015545	0.0381341	9.39397e-09	1.22386e-07	0.076757	N/S
OG0015545	1.96187	1.12992e-07	1.22386e-07	0.923243	N/S
OG0015546	0.0381341	1.2125e-09	3.24651e-08	0.0373478	N/S
OG0015546	1.96187	3.12526e-08	3.24651e-08	0.962652	*
OG0015547	0.0381341	3.20032e-11	3.50109e-08	0.000914093	N/S
OG0015547	1.96187	3.49789e-08	3.50109e-08	0.999086	*
OG0015554	0.0381341	4.39175e-14	5.00935e-09	8.76711e-06	N/S
OG0015554	1.96187	5.0093e-09	5.00935e-09	0.999991	*
OG0015563	0.0381341	1.39062e-10	1.1255e-08	0.0123555	N/S
OG0015563	1.96187	1.1116e-08	1.1255e-08	0.987644	*
OG0015564	0.0381341	1.73997e-09	1.19458e-07	0.0145656	N/S
OG0015564	1.96187	1.17718e-07	1.19458e-07	0.985434	*
OG0015565	0.0381341	1.56269e-10	2.01808e-08	0.00774343	N/S
OG0015565	1.96187	2.00246e-08	2.01808e-08	0.992257	*
OG0015567	0.0381341	2.24847e-09	8.38289e-07	0.00268221	N/S
OG0015567	1.96187	8.3604e-07	8.38289e-07	0.997318	*
OG0015570	0.0381341	6.06653e-07	1.83502e-06	0.330598	N/S
OG0015570	1.96187	1.22837e-06	1.83502e-06	0.669402	N/S
OG0015571	0.0381341	3.36005e-11	7.22216e-08	0.000465241	N/S
OG0015571	1.96187	7.2188e-08	7.22216e-08	0.999535	*
OG0015572	0.0381341	1.00256e-08	1.82818e-07	0.0548391	N/S
OG0015572	1.96187	1.72793e-07	1.82818e-07	0.945161	N/S
OG0015575	0.0381341	2.06119e-09	4.30215e-07	0.00479107	N/S
OG0015575	1.96187	4.28154e-07	4.30215e-07	0.995209	*
OG0015580	0.0381341	5.82897e-07	1.71398e-06	0.340084	N/S
OG0015580	1.96187	1.13109e-06	1.71398e-06	0.659916	N/S
OG0015581	0.0381341	2.04502e-09	3.14107e-07	0.00651059	N/S
OG0015581	1.96187	3.12062e-07	3.14107e-07	0.993489	*
OG0015582	0.0381341	1.43169e-10	8.7631e-09	0.0163377	N/S
OG0015582	1.96187	8.61993e-09	8.7631e-09	0.983662	*
OG0015583	0.0381341	1.21638e-07	2.46725e-06	0.049301	N/S
OG0015583	1.96187	2.34561e-06	2.46725e-06	0.950699	*
OG0015584	0.0381341	1.06517e-08	2.46814e-07	0.0431569	N/S
OG0015584	1.96187	2.36162e-07	2.46814e-07	0.956843	*
OG0015585	0.0381341	7.65318e-09	3.71485e-08	0.206016	N/S
OG0015585	1.96187	2.94953e-08	3.71485e-08	0.793984	N/S
OG0015590	0.0381341	1.11156e-07	1.02495e-06	0.10845	N/S
OG0015590	1.96187	9.13795e-07	1.02495e-06	0.89155	N/S
OG0015591	0.0381341	9.72122e-09	2.31211e-07	0.0420449	N/S
OG0015591	1.96187	2.21489e-07	2.31211e-07	0.957955	*
OG0015593	0.0381341	8.53008e-09	7.37148e-08	0.115717	N/S
OG0015593	1.96187	6.51847e-08	7.37148e-08	0.884283	N/S
OG0015595	0.0381341	2.06375e-09	4.36448e-07	0.0047285	N/S
OG0015595	1.96187	4.34384e-07	4.36448e-07	0.995271	*
OG0015597	0.0381341	1.96957e-09	2.46533e-07	0.00798905	N/S
OG0015597	1.96187	2.44564e-07	2.46533e-07	0.992011	*
OG0015598	0.0381341	1.82003e-09	2.09649e-07	0.00868132	N/S
OG0015598	1.96187	2.07829e-07	2.09649e-07	0.991319	*
OG0015599	0.0381341	1.66452e-10	3.04071e-08	0.00547411	N/S
OG0015599	1.96187	3.02406e-08	3.04071e-08	0.994526	*
OG0015600	0.0381341	1.03284e-08	3.13047e-07	0.032993	N/S
OG0015600	1.96187	3.02718e-07	3.13047e-07	0.967007	*
OG0015601	0.0381341	6.22101e-07	2.35183e-06	0.264518	N/S
OG0015601	1.96187	1.72973e-06	2.35183e-06	0.735482	N/S
OG0015605	0.0381341	2.50581e-10	6.4914e-08	0.0038602	N/S
OG0015605	1.96187	6.46634e-08	6.4914e-08	0.99614	*
OG0015606	0.0381341	2.1553e-09	6.29925e-07	0.00342153	N/S
OG0015606	1.96187	6.27769e-07	6.29925e-07	0.996578	*
OG0015607	0.0381341	9.47983e-09	1.66768e-07	0.0568443	N/S
OG0015607	1.96187	1.57289e-07	1.66768e-07	0.943156	N/S
OG0015611	0.0381341	3.22094e-11	5.49048e-08	0.000586641	N/S
OG0015611	1.96187	5.48726e-08	5.49048e-08	0.999413	*
OG0015618	0.0381341	9.47983e-09	1.66768e-07	0.0568443	N/S
OG0015618	1.96187	1.57289e-07	1.66768e-07	0.943156	N/S
OG0015629	0.0381341	1.37927e-07	5.04052e-06	0.0273636	N/S
OG0015629	1.96187	4.90259e-06	5.04052e-06	0.972636	*
OG0015631	0.0381341	5.27354e-13	7.87004e-09	6.70079e-05	N/S
OG0015631	1.96187	7.86951e-09	7.87004e-09	0.999933	*
OG0015643	0.0381341	1.39062e-10	1.1255e-08	0.0123555	N/S
OG0015643	1.96187	1.1116e-08	1.1255e-08	0.987644	*
OG0015644	0.0381341	1.39062e-10	1.1255e-08	0.0123555	N/S
OG0015644	1.96187	1.1116e-08	1.1255e-08	0.987644	*
OG0015648	0.0381341	3.267e-06	1.1647e-05	0.280501	N/S
OG0015648	1.96187	8.38001e-06	1.1647e-05	0.719499	N/S
OG0015652	0.0381341	2.85421e-11	2.01064e-08	0.00141955	N/S
OG0015652	1.96187	2.00778e-08	2.01064e-08	0.99858	*
OG0015653	0.0381341	1.1114e-08	2.9752e-06	0.00373556	N/S
OG0015653	1.96187	2.96409e-06	2.9752e-06	0.996264	*
OG0015654	0.0381341	8.53008e-09	7.37148e-08	0.115717	N/S
OG0015654	1.96187	6.51847e-08	7.37148e-08	0.884283	N/S
OG0015659	0.0381341	3.3505e-11	6.12203e-08	0.000547287	N/S
OG0015659	1.96187	6.11868e-08	6.12203e-08	0.999453	*
OG0015660	0.0381341	2.50581e-10	6.4914e-08	0.0038602	N/S
OG0015660	1.96187	6.46634e-08	6.4914e-08	0.99614	*
OG0015662	0.0381341	3.07576e-11	3.10516e-08	0.000990531	N/S
OG0015662	1.96187	3.10208e-08	3.10516e-08	0.999009	*
OG0015664	0.0381341	9.47983e-09	1.66768e-07	0.0568443	N/S
OG0015664	1.96187	1.57289e-07	1.66768e-07	0.943156	N/S
OG0015667	0.0381341	8.33819e-09	6.51041e-08	0.128075	N/S
OG0015667	1.96187	5.67659e-08	6.51041e-08	0.871925	N/S
OG0015668	0.0381341	3.51356e-11	1.0709e-07	0.000328095	N/S
OG0015668	1.96187	1.07055e-07	1.0709e-07	0.999672	*
OG0015670	0.0381341	7.65318e-09	3.71485e-08	0.206016	N/S
OG0015670	1.96187	2.94953e-08	3.71485e-08	0.793984	N/S
OG0015671	0.0381341	1.11392e-09	1.73856e-08	0.0640713	N/S
OG0015671	1.96187	1.62717e-08	1.73856e-08	0.935929	N/S
OG0015674	0.0381341	1.98294e-09	4.01985e-07	0.00493286	N/S
OG0015674	1.96187	4.00002e-07	4.01985e-07	0.995067	*
OG0015675	0.0381341	1.46676e-10	4.70157e-09	0.0311972	N/S
OG0015675	1.96187	4.55489e-09	4.70157e-09	0.968803	*
OG0015681	0.0381341	2.03981e-11	6.14331e-09	0.00332038	N/S
OG0015681	1.96187	6.12291e-09	6.14331e-09	0.99668	*
OG0015683	0.0381341	1.01174e-08	2.50654e-07	0.040364	N/S
OG0015683	1.96187	2.40537e-07	2.50654e-07	0.959636	*
OG0015684	0.0381341	6.5447e-08	1.54137e-06	0.0424604	N/S
OG0015684	1.96187	1.47592e-06	1.54137e-06	0.95754	*
OG0015686	0.0381341	5.78879e-08	2.30067e-06	0.0251613	N/S
OG0015686	1.96187	2.24279e-06	2.30067e-06	0.974839	*
OG0015688	0.0381341	2.50581e-10	6.4914e-08	0.0038602	N/S
OG0015688	1.96187	6.46634e-08	6.4914e-08	0.99614	*
OG0015690	0.0381341	1.2276e-09	3.70275e-08	0.0331536	N/S
OG0015690	1.96187	3.57999e-08	3.70275e-08	0.966846	*
OG0015691	0.0381341	1.33224e-15	5.82478e-10	2.28719e-06	N/S
OG0015691	1.96187	5.82476e-10	5.82478e-10	0.999998	*
OG0015692	0.0381341	5.32665e-07	9.7331e-07	0.547272	N/S
OG0015692	1.96187	4.40645e-07	9.7331e-07	0.452728	N/S
OG0015693	0.0381341	2.50581e-10	6.4914e-08	0.0038602	N/S
OG0015693	1.96187	6.46634e-08	6.4914e-08	0.99614	*
OG0015694	0.0381341	8.33819e-09	6.51041e-08	0.128075	N/S
OG0015694	1.96187	5.67659e-08	6.51041e-08	0.871925	N/S
OG0015695	0.0381341	8.53008e-09	7.37148e-08	0.115717	N/S
OG0015695	1.96187	6.51847e-08	7.37148e-08	0.884283	N/S
OG0015698	0.0381341	1.11156e-07	1.02495e-06	0.10845	N/S
OG0015698	1.96187	9.13795e-07	1.02495e-06	0.89155	N/S
OG0015700	0.0381341	1.81205e-09	1.57642e-07	0.0114948	N/S
OG0015700	1.96187	1.5583e-07	1.57642e-07	0.988505	*
OG0015701	0.0381341	1.35607e-10	8.02959e-09	0.0168884	N/S
OG0015701	1.96187	7.89398e-09	8.02959e-09	0.983112	*
OG0015704	0.0381341	9.43829e-09	1.2737e-07	0.0741012	N/S
OG0015704	1.96187	1.17932e-07	1.2737e-07	0.925899	N/S
OG0015705	0.0381341	2.947e-11	2.16986e-08	0.00135815	N/S
OG0015705	1.96187	2.16691e-08	2.16986e-08	0.998642	*
OG0015710	0.0381341	1.47472e-10	1.2154e-08	0.0121336	N/S
OG0015710	1.96187	1.20065e-08	1.2154e-08	0.987866	*
OG0015711	0.0381341	8.33819e-09	6.51041e-08	0.128075	N/S
OG0015711	1.96187	5.67659e-08	6.51041e-08	0.871925	N/S
OG0015713	0.0381341	5.32665e-07	9.7331e-07	0.547272	N/S
OG0015713	1.96187	4.40645e-07	9.7331e-07	0.452728	N/S
OG0015714	0.0381341	1.30426e-09	5.02322e-08	0.0259646	N/S
OG0015714	1.96187	4.8928e-08	5.02322e-08	0.974035	*
OG0015716	0.0381341	1.11392e-09	1.73856e-08	0.0640713	N/S
OG0015716	1.96187	1.62717e-08	1.73856e-08	0.935929	N/S
OG0015717	0.0381341	7.36081e-08	2.56424e-07	0.287056	N/S
OG0015717	1.96187	1.82816e-07	2.56424e-07	0.712944	N/S
OG0015718	0.0381341	1.66318e-09	8.26282e-08	0.0201285	N/S
OG0015718	1.96187	8.0965e-08	8.26282e-08	0.979871	*
OG0015719	0.0381341	1.2125e-09	3.24651e-08	0.0373478	N/S
OG0015719	1.96187	3.12526e-08	3.24651e-08	0.962652	*
OG0015721	0.0381341	2.99128e-08	8.30444e-07	0.0360203	N/S
OG0015721	1.96187	8.00531e-07	8.30444e-07	0.96398	*
OG0015722	0.0381341	6.98359e-09	8.22656e-07	0.00848908	N/S
OG0015722	1.96187	8.15672e-07	8.22656e-07	0.991511	*
OG0015723	0.0381341	6.98359e-09	8.22656e-07	0.00848908	N/S
OG0015723	1.96187	8.15672e-07	8.22656e-07	0.991511	*
OG0015724	0.0381341	6.06639e-10	1.2149e-07	0.00499332	N/S
OG0015724	1.96187	1.20884e-07	1.2149e-07	0.995007	*
OG0015725	0.0381341	3.42367e-08	4.8591e-07	0.0704589	N/S
OG0015725	1.96187	4.51673e-07	4.8591e-07	0.929541	N/S
OG0015726	0.0381341	5.51876e-10	3.99171e-08	0.0138256	N/S
OG0015726	1.96187	3.93652e-08	3.99171e-08	0.986174	*
OG0015727	0.0381341	1.68818e-06	4.67931e-06	0.360776	N/S
OG0015727	1.96187	2.99113e-06	4.67931e-06	0.639224	N/S
OG0015728	0.0381341	2.99128e-08	8.30444e-07	0.0360203	N/S
OG0015728	1.96187	8.00531e-07	8.30444e-07	0.96398	*
OG0015729	0.0381341	1.14023e-10	1.39214e-07	0.000819048	N/S
OG0015729	1.96187	1.391e-07	1.39214e-07	0.999181	*
OG0015730	0.0381341	1.88692e-12	4.0546e-08	4.65378e-05	N/S
OG0015730	1.96187	4.05441e-08	4.0546e-08	0.999953	*
OG0015731	0.0381341	3.3466e-08	4.26795e-07	0.0784122	N/S
OG0015731	1.96187	3.93329e-07	4.26795e-07	0.921588	N/S
OG0015732	0.0381341	2.81545e-08	6.13874e-07	0.0458636	N/S
OG0015732	1.96187	5.8572e-07	6.13874e-07	0.954136	*
OG0015733	0.0381341	1.68818e-06	4.67931e-06	0.360776	N/S
OG0015733	1.96187	2.99113e-06	4.67931e-06	0.639224	N/S
OG0015735	0.0381341	3.42367e-08	4.8591e-07	0.0704589	N/S
OG0015735	1.96187	4.51673e-07	4.8591e-07	0.929541	N/S
OG0015737	0.0381341	6.06639e-10	1.2149e-07	0.00499332	N/S
OG0015737	1.96187	1.20884e-07	1.2149e-07	0.995007	*
OG0015740	0.0381341	6.06639e-10	1.2149e-07	0.00499332	N/S
OG0015740	1.96187	1.20884e-07	1.2149e-07	0.995007	*
OG0015741	0.0381341	1.48875e-13	1.22896e-09	0.000121139	N/S
OG0015741	1.96187	1.22881e-09	1.22896e-09	0.999879	*
OG0015742	0.0381341	5.74312e-09	1.06351e-06	0.00540015	N/S
OG0015742	1.96187	1.05777e-06	1.06351e-06	0.9946	*
OG0015743	0.0381341	4.91851e-06	1.64177e-05	0.299586	N/S
OG0015743	1.96187	1.14992e-05	1.64177e-05	0.700414	N/S
OG0015744	0.0381341	1.47454e-09	4.09316e-08	0.0360245	N/S
OG0015744	1.96187	3.9457e-08	4.09316e-08	0.963976	*
OG0015750	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015750	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015751	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015751	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015752	0.0381341	1.05384e-15	4.52519e-10	2.32882e-06	N/S
OG0015752	1.96187	4.52518e-10	4.52519e-10	0.999998	*
OG0015755	0.0381341	3.30083e-16	8.68385e-09	3.80111e-08	N/S
OG0015755	1.96187	8.68385e-09	8.68385e-09	1	*
OG0015756	0.0381341	7.45292e-08	1.09888e-06	0.0678227	N/S
OG0015756	1.96187	1.02435e-06	1.09888e-06	0.932177	N/S
OG0015757	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015757	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015758	0.0381341	4.91851e-06	1.64177e-05	0.299586	N/S
OG0015758	1.96187	1.14992e-05	1.64177e-05	0.700414	N/S
OG0015759	0.0381341	3.27684e-19	2.41274e-11	1.35814e-08	N/S
OG0015759	1.96187	2.41274e-11	2.41274e-11	1	*
OG0015761	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015761	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015762	0.0381341	8.7151e-08	3.16473e-06	0.0275382	N/S
OG0015762	1.96187	3.07758e-06	3.16473e-06	0.972462	*
OG0015764	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015764	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015765	0.0381341	1.16501e-10	1.5142e-07	0.000769389	N/S
OG0015765	1.96187	1.51303e-07	1.5142e-07	0.999231	*
OG0015766	0.0381341	3.20312e-13	4.00815e-09	7.99152e-05	N/S
OG0015766	1.96187	4.00783e-09	4.00815e-09	0.99992	*
OG0015767	0.0381341	4.91851e-06	1.64177e-05	0.299586	N/S
OG0015767	1.96187	1.14992e-05	1.64177e-05	0.700414	N/S
OG0015768	0.0381341	7.45292e-08	1.09888e-06	0.0678227	N/S
OG0015768	1.96187	1.02435e-06	1.09888e-06	0.932177	N/S
OG0015769	0.0381341	1.73131e-09	1.20693e-07	0.0143447	N/S
OG0015769	1.96187	1.18962e-07	1.20693e-07	0.985655	*
OG0015771	0.0381341	1.62954e-09	8.86708e-08	0.0183774	N/S
OG0015771	1.96187	8.70413e-08	8.86708e-08	0.981623	*
OG0015772	0.0381341	4.91851e-06	1.64177e-05	0.299586	N/S
OG0015772	1.96187	1.14992e-05	1.64177e-05	0.700414	N/S
OG0015773	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015773	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015774	0.0381341	1.73131e-09	1.20693e-07	0.0143447	N/S
OG0015774	1.96187	1.18962e-07	1.20693e-07	0.985655	*
OG0015775	0.0381341	1.73131e-09	1.20693e-07	0.0143447	N/S
OG0015775	1.96187	1.18962e-07	1.20693e-07	0.985655	*
OG0015776	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015776	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015779	0.0381341	4.91851e-06	1.64177e-05	0.299586	N/S
OG0015779	1.96187	1.14992e-05	1.64177e-05	0.700414	N/S
OG0015780	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015780	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015781	0.0381341	4.91851e-06	1.64177e-05	0.299586	N/S
OG0015781	1.96187	1.14992e-05	1.64177e-05	0.700414	N/S
OG0015782	0.0381341	4.91851e-06	1.64177e-05	0.299586	N/S
OG0015782	1.96187	1.14992e-05	1.64177e-05	0.700414	N/S
OG0015783	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015783	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015784	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015784	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015785	0.0381341	2.83534e-11	1.706e-08	0.00166198	N/S
OG0015785	1.96187	1.70316e-08	1.706e-08	0.998338	*
OG0015790	0.0381341	7.45292e-08	1.09888e-06	0.0678227	N/S
OG0015790	1.96187	1.02435e-06	1.09888e-06	0.932177	N/S
OG0015791	0.0381341	3.03822e-11	2.37299e-08	0.00128033	N/S
OG0015791	1.96187	2.36995e-08	2.37299e-08	0.99872	*
OG0015792	0.0381341	1.73131e-09	1.20693e-07	0.0143447	N/S
OG0015792	1.96187	1.18962e-07	1.20693e-07	0.985655	*
OG0015793	0.0381341	1.52938e-09	6.14641e-07	0.00248825	N/S
OG0015793	1.96187	6.13112e-07	6.14641e-07	0.997512	*
OG0015794	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015794	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015795	0.0381341	2.88739e-11	2.33242e-08	0.00123794	N/S
OG0015795	1.96187	2.32953e-08	2.33242e-08	0.998762	*
OG0015796	0.0381341	4.91851e-06	1.64177e-05	0.299586	N/S
OG0015796	1.96187	1.14992e-05	1.64177e-05	0.700414	N/S
OG0015799	0.0381341	4.91851e-06	1.64177e-05	0.299586	N/S
OG0015799	1.96187	1.14992e-05	1.64177e-05	0.700414	N/S
OG0015801	0.0381341	1.52898e-09	1.27486e-06	0.00119933	N/S
OG0015801	1.96187	1.27333e-06	1.27486e-06	0.998801	*
OG0015802	0.0381341	4.91851e-06	1.64177e-05	0.299586	N/S
OG0015802	1.96187	1.14992e-05	1.64177e-05	0.700414	N/S
OG0015804	0.0381341	9.16093e-14	1.02478e-08	8.93942e-06	N/S
OG0015804	1.96187	1.02477e-08	1.02478e-08	0.999991	*
OG0015805	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015805	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015806	0.0381341	8.20282e-08	2.33386e-06	0.0351469	N/S
OG0015806	1.96187	2.25184e-06	2.33386e-06	0.964853	*
OG0015807	0.0381341	1.73131e-09	1.20693e-07	0.0143447	N/S
OG0015807	1.96187	1.18962e-07	1.20693e-07	0.985655	*
OG0015808	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015808	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015809	0.0381341	2.06279e-25	1.98358e-11	1.03993e-14	N/S
OG0015809	1.96187	1.98358e-11	1.98358e-11	1	*
OG0015810	0.0381341	1.62954e-09	8.86708e-08	0.0183774	N/S
OG0015810	1.96187	8.70413e-08	8.86708e-08	0.981623	*
OG0015811	0.0381341	1.62954e-09	8.86708e-08	0.0183774	N/S
OG0015811	1.96187	8.70413e-08	8.86708e-08	0.981623	*
OG0015814	0.0381341	5.4031e-12	2.24075e-08	0.00024113	N/S
OG0015814	1.96187	2.24021e-08	2.24075e-08	0.999759	*
OG0015816	0.0381341	1.55635e-15	7.96685e-10	1.95353e-06	N/S
OG0015816	1.96187	7.96683e-10	7.96685e-10	0.999998	*
OG0015818	0.0381341	3.3257e-10	1.57533e-07	0.00211111	N/S
OG0015818	1.96187	1.57201e-07	1.57533e-07	0.997889	*
OG0015835	0.0381341	1.25806e-09	7.12719e-07	0.00176516	N/S
OG0015835	1.96187	7.11461e-07	7.12719e-07	0.998235	*
OG0015839	0.0381341	1.17291e-22	4.66895e-12	2.51215e-11	N/S
OG0015839	1.96187	4.66895e-12	4.66895e-12	1	*
OG0015842	0.0381341	4.61813e-19	4.18926e-10	1.10237e-09	N/S
OG0015842	1.96187	4.18926e-10	4.18926e-10	1	*
OG0015867	0.0381341	2.47412e-20	1.41966e-10	1.74276e-10	N/S
OG0015867	1.96187	1.41966e-10	1.41966e-10	1	*
OG0015871	0.0381341	1.39559e-28	8.06925e-13	1.72952e-16	N/S
OG0015871	1.96187	8.06925e-13	8.06925e-13	1	*
OG0015903	0.0381341	1.26896e-07	3.2507e-06	0.0390365	N/S
OG0015903	1.96187	3.1238e-06	3.2507e-06	0.960964	*
OG0015906	0.0381341	5.78879e-08	2.30067e-06	0.0251613	N/S
OG0015906	1.96187	2.24279e-06	2.30067e-06	0.974839	*
OG0015908	0.0381341	2.06375e-09	4.36448e-07	0.0047285	N/S
OG0015908	1.96187	4.34384e-07	4.36448e-07	0.995271	*
OG0015910	0.0381341	1.98294e-09	4.01985e-07	0.00493286	N/S
OG0015910	1.96187	4.00002e-07	4.01985e-07	0.995067	*
OG0015919	0.0381341	4.39759e-14	5.61793e-09	7.82778e-06	N/S
OG0015919	1.96187	5.61789e-09	5.61793e-09	0.999992	*
OG0015934	0.0381341	5.78879e-08	2.30067e-06	0.0251613	N/S
OG0015934	1.96187	2.24279e-06	2.30067e-06	0.974839	*
OG0015937	0.0381341	2.06375e-09	4.36448e-07	0.0047285	N/S
OG0015937	1.96187	4.34384e-07	4.36448e-07	0.995271	*
OG0015938	0.0381341	1.73997e-09	1.19458e-07	0.0145656	N/S
OG0015938	1.96187	1.17718e-07	1.19458e-07	0.985434	*
OG0015952	0.0381341	9.43829e-09	1.2737e-07	0.0741012	N/S
OG0015952	1.96187	1.17932e-07	1.2737e-07	0.925899	N/S
OG0015953	0.0381341	1.73676e-09	9.47673e-08	0.0183265	N/S
OG0015953	1.96187	9.30305e-08	9.47673e-08	0.981673	*
OG0015954	0.0381341	1.57406e-10	2.32508e-08	0.00676993	N/S
OG0015954	1.96187	2.30934e-08	2.32508e-08	0.99323	*
OG0015958	0.0381341	5.24195e-13	7.91222e-09	6.62514e-05	N/S
OG0015958	1.96187	7.9117e-09	7.91222e-09	0.999934	*
OG0015959	0.0381341	1.1023e-08	4.7396e-07	0.0232572	N/S
OG0015959	1.96187	4.62937e-07	4.7396e-07	0.976743	*
OG0015960	0.0381341	1.76377e-18	4.20135e-12	4.19811e-07	N/S
OG0015960	1.96187	4.20135e-12	4.20135e-12	1	*
OG0015978	0.0381341	9.06282e-09	9.8154e-08	0.0923326	N/S
OG0015978	1.96187	8.90912e-08	9.8154e-08	0.907667	N/S
OG0015980	0.0381341	1.77643e-10	4.64231e-08	0.00382661	N/S
OG0015980	1.96187	4.62455e-08	4.64231e-08	0.996173	*
OG0015981	0.0381341	2.1553e-09	6.29925e-07	0.00342153	N/S
OG0015981	1.96187	6.27769e-07	6.29925e-07	0.996578	*
OG0015982	0.0381341	2.22641e-10	5.22171e-07	0.000426376	N/S
OG0015982	1.96187	5.21948e-07	5.22171e-07	0.999574	*
OG0015984	0.0381341	3.33032e-12	4.55871e-08	7.30539e-05	N/S
OG0015984	1.96187	4.55838e-08	4.55871e-08	0.999927	*
OG0015986	0.0381341	1.35607e-10	8.02959e-09	0.0168884	N/S
OG0015986	1.96187	7.89398e-09	8.02959e-09	0.983112	*
OG0015987	0.0381341	2.93798e-11	1.55997e-08	0.00188336	N/S
OG0015987	1.96187	1.55703e-08	1.55997e-08	0.998117	*
OG0015997	0.0381341	5.78879e-08	2.30067e-06	0.0251613	N/S
OG0015997	1.96187	2.24279e-06	2.30067e-06	0.974839	*
OG0016007	0.0381341	2.06375e-09	4.36448e-07	0.0047285	N/S
OG0016007	1.96187	4.34384e-07	4.36448e-07	0.995271	*
OG0016010	0.0381341	1.82003e-09	2.09649e-07	0.00868132	N/S
OG0016010	1.96187	2.07829e-07	2.09649e-07	0.991319	*
OG0016011	0.0381341	2.24847e-09	8.38289e-07	0.00268221	N/S
OG0016011	1.96187	8.3604e-07	8.38289e-07	0.997318	*
OG0016012	0.0381341	2.24847e-09	8.38289e-07	0.00268221	N/S
OG0016012	1.96187	8.3604e-07	8.38289e-07	0.997318	*
OG0016018	0.0381341	9.72122e-09	2.31211e-07	0.0420449	N/S
OG0016018	1.96187	2.21489e-07	2.31211e-07	0.957955	*
OG0016020	0.0381341	2.1553e-09	6.29925e-07	0.00342153	N/S
OG0016020	1.96187	6.27769e-07	6.29925e-07	0.996578	*
OG0016021	0.0381341	3.08304e-11	3.15362e-08	0.00097762	N/S
OG0016021	1.96187	3.15054e-08	3.15362e-08	0.999022	*
OG0016023	0.0381341	1.30426e-09	5.02322e-08	0.0259646	N/S
OG0016023	1.96187	4.8928e-08	5.02322e-08	0.974035	*
OG0016024	0.0381341	1.06517e-08	2.46814e-07	0.0431569	N/S
OG0016024	1.96187	2.36162e-07	2.46814e-07	0.956843	*
OG0016025	0.0381341	1.37927e-07	5.04052e-06	0.0273636	N/S
OG0016025	1.96187	4.90259e-06	5.04052e-06	0.972636	*
OG0016026	0.0381341	8.33819e-09	6.51041e-08	0.128075	N/S
OG0016026	1.96187	5.67659e-08	6.51041e-08	0.871925	N/S
OG0016028	0.0381341	5.10641e-08	1.12424e-06	0.0454212	N/S
OG0016028	1.96187	1.07317e-06	1.12424e-06	0.954579	*
OG0016029	0.0381341	3.51356e-11	1.0709e-07	0.000328095	N/S
OG0016029	1.96187	1.07055e-07	1.0709e-07	0.999672	*
OG0016030	0.0381341	1.35607e-10	8.02959e-09	0.0168884	N/S
OG0016030	1.96187	7.89398e-09	8.02959e-09	0.983112	*
OG0016032	0.0381341	2.85421e-11	2.01064e-08	0.00141955	N/S
OG0016032	1.96187	2.00778e-08	2.01064e-08	0.99858	*
OG0016034	0.0381341	1.06517e-08	2.46814e-07	0.0431569	N/S
OG0016034	1.96187	2.36162e-07	2.46814e-07	0.956843	*
OG0016045	0.0381341	1.47472e-10	1.2154e-08	0.0121336	N/S
OG0016045	1.96187	1.20065e-08	1.2154e-08	0.987866	*
OG0016048	0.0381341	1.26896e-07	3.2507e-06	0.0390365	N/S
OG0016048	1.96187	3.1238e-06	3.2507e-06	0.960964	*
OG0016055	0.0381341	1.1114e-08	2.9752e-06	0.00373556	N/S
OG0016055	1.96187	2.96409e-06	2.9752e-06	0.996264	*
