#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0007661	0.0381341	0.0022882	0.00234	0.977863	*
OG0007661	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007662	0.0381341	0.0022882	0.00234	0.977863	*
OG0007662	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007663	0.0381341	0.0022882	0.00234	0.977863	*
OG0007663	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007664	0.0381341	0.0022882	0.00234	0.977863	*
OG0007664	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007665	0.0381341	0.0022882	0.00234	0.977863	*
OG0007665	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007666	0.0381341	0.0022882	0.00234	0.977863	*
OG0007666	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007667	0.0381341	0.0022882	0.00234	0.977863	*
OG0007667	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007668	0.0381341	0.0022882	0.00234	0.977863	*
OG0007668	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007669	0.0381341	0.0022882	0.00234	0.977863	*
OG0007669	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007670	0.0381341	0.0022882	0.00234	0.977863	*
OG0007670	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007671	0.0381341	0.0022882	0.00234	0.977863	*
OG0007671	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007672	0.0381341	0.0022882	0.00234	0.977863	*
OG0007672	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007673	0.0381341	0.0022882	0.00234	0.977863	*
OG0007673	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007674	0.0381341	0.0022882	0.00234	0.977863	*
OG0007674	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007675	0.0381341	0.0022882	0.00234	0.977863	*
OG0007675	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007676	0.0381341	0.0022882	0.00234	0.977863	*
OG0007676	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007677	0.0381341	0.0022882	0.00234	0.977863	*
OG0007677	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007678	0.0381341	0.0022882	0.00234	0.977863	*
OG0007678	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007679	0.0381341	0.0022882	0.00234	0.977863	*
OG0007679	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007680	0.0381341	0.0022882	0.00234	0.977863	*
OG0007680	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007681	0.0381341	0.0022882	0.00234	0.977863	*
OG0007681	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007682	0.0381341	0.0022882	0.00234	0.977863	*
OG0007682	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007683	0.0381341	0.0022882	0.00234	0.977863	*
OG0007683	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007684	0.0381341	0.0022882	0.00234	0.977863	*
OG0007684	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007685	0.0381341	0.0022882	0.00234	0.977863	*
OG0007685	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007686	0.0381341	0.0022882	0.00234	0.977863	*
OG0007686	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007687	0.0381341	0.0022882	0.00234	0.977863	*
OG0007687	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007688	0.0381341	0.0022882	0.00234	0.977863	*
OG0007688	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007689	0.0381341	0.0022882	0.00234	0.977863	*
OG0007689	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007690	0.0381341	0.0022882	0.00234	0.977863	*
OG0007690	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007691	0.0381341	0.0022882	0.00234	0.977863	*
OG0007691	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007692	0.0381341	0.0022882	0.00234	0.977863	*
OG0007692	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007693	0.0381341	0.0022882	0.00234	0.977863	*
OG0007693	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007694	0.0381341	0.0022882	0.00234	0.977863	*
OG0007694	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007695	0.0381341	0.0022882	0.00234	0.977863	*
OG0007695	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007696	0.0381341	0.0022882	0.00234	0.977863	*
OG0007696	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007697	0.0381341	4.42272e-13	3.33386e-08	1.32661e-05	N/S
OG0007697	1.96187	3.33382e-08	3.33386e-08	0.999987	*
OG0007698	0.0381341	0.0022882	0.00234	0.977863	*
OG0007698	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007699	0.0381341	0.0022882	0.00234	0.977863	*
OG0007699	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007700	0.0381341	0.0022882	0.00234	0.977863	*
OG0007700	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007701	0.0381341	0.0022882	0.00234	0.977863	*
OG0007701	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007702	0.0381341	0.0022882	0.00234	0.977863	*
OG0007702	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007703	0.0381341	0.0022882	0.00234	0.977863	*
OG0007703	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007704	0.0381341	0.0022882	0.00234	0.977863	*
OG0007704	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007705	0.0381341	0.0022882	0.00234	0.977863	*
OG0007705	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007706	0.0381341	0.0022882	0.00234	0.977863	*
OG0007706	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007707	0.0381341	0.0022882	0.00234	0.977863	*
OG0007707	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007708	0.0381341	0.0022882	0.00234	0.977863	*
OG0007708	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007709	0.0381341	0.0022882	0.00234	0.977863	*
OG0007709	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007710	0.0381341	0.0022882	0.00234	0.977863	*
OG0007710	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007711	0.0381341	0.0022882	0.00234	0.977863	*
OG0007711	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007712	0.0381341	0.0022882	0.00234	0.977863	*
OG0007712	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007713	0.0381341	0.0022882	0.00234	0.977863	*
OG0007713	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007714	0.0381341	0.0022882	0.00234	0.977863	*
OG0007714	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007715	0.0381341	0.0022882	0.00234	0.977863	*
OG0007715	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007716	0.0381341	0.0022882	0.00234	0.977863	*
OG0007716	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007717	0.0381341	0.0022882	0.00234	0.977863	*
OG0007717	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007718	0.0381341	0.0022882	0.00234	0.977863	*
OG0007718	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007719	0.0381341	0.0022882	0.00234	0.977863	*
OG0007719	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007720	0.0381341	0.0022882	0.00234	0.977863	*
OG0007720	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007721	0.0381341	0.0022882	0.00234	0.977863	*
OG0007721	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007722	0.0381341	1.65515e-09	3.99165e-08	0.0414653	N/S
OG0007722	1.96187	3.82613e-08	3.99165e-08	0.958535	*
OG0007723	0.0381341	0.0022882	0.00234	0.977863	*
OG0007723	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007724	0.0381341	0.0022882	0.00234	0.977863	*
OG0007724	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007725	0.0381341	0.0022882	0.00234	0.977863	*
OG0007725	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007726	0.0381341	0.0022882	0.00234	0.977863	*
OG0007726	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007727	0.0381341	0.0022882	0.00234	0.977863	*
OG0007727	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007728	0.0381341	0.0022882	0.00234	0.977863	*
OG0007728	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007729	0.0381341	0.0022882	0.00234	0.977863	*
OG0007729	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007730	0.0381341	0.0022882	0.00234	0.977863	*
OG0007730	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007731	0.0381341	0.0022882	0.00234	0.977863	*
OG0007731	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007732	0.0381341	6.31504e-07	2.1204e-06	0.297824	N/S
OG0007732	1.96187	1.48889e-06	2.1204e-06	0.702176	N/S
OG0007733	0.0381341	0.0022882	0.00234	0.977863	*
OG0007733	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007734	0.0381341	0.0022882	0.00234	0.977863	*
OG0007734	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007735	0.0381341	0.0022882	0.00234	0.977863	*
OG0007735	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007736	0.0381341	0.0022882	0.00234	0.977863	*
OG0007736	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007737	0.0381341	0.0022882	0.00234	0.977863	*
OG0007737	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007738	0.0381341	0.0022882	0.00234	0.977863	*
OG0007738	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007739	0.0381341	0.0022882	0.00234	0.977863	*
OG0007739	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007740	0.0381341	0.0022882	0.00234	0.977863	*
OG0007740	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007741	0.0381341	0.0022882	0.00234	0.977863	*
OG0007741	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007743	0.0381341	0.0022882	0.00234	0.977863	*
OG0007743	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007744	0.0381341	0.0022882	0.00234	0.977863	*
OG0007744	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007745	0.0381341	0.0022882	0.00234	0.977863	*
OG0007745	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007746	0.0381341	0.0022882	0.00234	0.977863	*
OG0007746	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007747	0.0381341	0.0022882	0.00234	0.977863	*
OG0007747	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007748	0.0381341	0.0022882	0.00234	0.977863	*
OG0007748	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007749	0.0381341	0.0022882	0.00234	0.977863	*
OG0007749	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007750	0.0381341	0.0022882	0.00234	0.977863	*
OG0007750	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007751	0.0381341	0.0022882	0.00234	0.977863	*
OG0007751	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007752	0.0381341	0.0022882	0.00234	0.977863	*
OG0007752	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007753	0.0381341	0.0022882	0.00234	0.977863	*
OG0007753	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007754	0.0381341	0.0022882	0.00234	0.977863	*
OG0007754	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007755	0.0381341	0.0022882	0.00234	0.977863	*
OG0007755	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007756	0.0381341	0.0022882	0.00234	0.977863	*
OG0007756	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007757	0.0381341	0.0022882	0.00234	0.977863	*
OG0007757	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007758	0.0381341	0.0022882	0.00234	0.977863	*
OG0007758	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007759	0.0381341	0.0022882	0.00234	0.977863	*
OG0007759	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007760	0.0381341	0.0022882	0.00234	0.977863	*
OG0007760	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007761	0.0381341	0.0022882	0.00234	0.977863	*
OG0007761	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007762	0.0381341	0.0022882	0.00234	0.977863	*
OG0007762	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007763	0.0381341	0.0022882	0.00234	0.977863	*
OG0007763	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007764	0.0381341	0.0022882	0.00234	0.977863	*
OG0007764	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007765	0.0381341	0.0022882	0.00234	0.977863	*
OG0007765	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007766	0.0381341	0.0022882	0.00234	0.977863	*
OG0007766	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007767	0.0381341	0.0022882	0.00234	0.977863	*
OG0007767	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007768	0.0381341	0.0022882	0.00234	0.977863	*
OG0007768	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007769	0.0381341	0.0022882	0.00234	0.977863	*
OG0007769	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007770	0.0381341	0.0022882	0.00234	0.977863	*
OG0007770	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007771	0.0381341	0.0022882	0.00234	0.977863	*
OG0007771	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007772	0.0381341	0.0022882	0.00234	0.977863	*
OG0007772	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007773	0.0381341	0.0022882	0.00234	0.977863	*
OG0007773	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007774	0.0381341	0.0022882	0.00234	0.977863	*
OG0007774	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007775	0.0381341	0.0022882	0.00234	0.977863	*
OG0007775	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007776	0.0381341	0.0022882	0.00234	0.977863	*
OG0007776	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007777	0.0381341	0.0022882	0.00234	0.977863	*
OG0007777	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007778	0.0381341	0.0022882	0.00234	0.977863	*
OG0007778	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007779	0.0381341	0.0022882	0.00234	0.977863	*
OG0007779	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007780	0.0381341	0.0022882	0.00234	0.977863	*
OG0007780	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007781	0.0381341	0.0022882	0.00234	0.977863	*
OG0007781	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007782	0.0381341	0.0022882	0.00234	0.977863	*
OG0007782	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007783	0.0381341	0.0022882	0.00234	0.977863	*
OG0007783	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007784	0.0381341	0.0022882	0.00234	0.977863	*
OG0007784	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007785	0.0381341	0.0022882	0.00234	0.977863	*
OG0007785	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007786	0.0381341	0.0022882	0.00234	0.977863	*
OG0007786	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007787	0.0381341	0.0022882	0.00234	0.977863	*
OG0007787	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007788	0.0381341	0.0022882	0.00234	0.977863	*
OG0007788	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007789	0.0381341	0.0022882	0.00234	0.977863	*
OG0007789	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007790	0.0381341	0.0022882	0.00234	0.977863	*
OG0007790	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007791	0.0381341	0.0022882	0.00234	0.977863	*
OG0007791	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007792	0.0381341	0.0022882	0.00234	0.977863	*
OG0007792	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007793	0.0381341	0.0022882	0.00234	0.977863	*
OG0007793	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007794	0.0381341	0.0022882	0.00234	0.977863	*
OG0007794	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007795	0.0381341	0.0022882	0.00234	0.977863	*
OG0007795	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007796	0.0381341	0.0022882	0.00234	0.977863	*
OG0007796	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007797	0.0381341	0.0022882	0.00234	0.977863	*
OG0007797	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007798	0.0381341	0.0022882	0.00234	0.977863	*
OG0007798	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007799	0.0381341	0.0022882	0.00234	0.977863	*
OG0007799	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007800	0.0381341	0.0022882	0.00234	0.977863	*
OG0007800	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007801	0.0381341	0.0022882	0.00234	0.977863	*
OG0007801	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007803	0.0381341	0.0022882	0.00234	0.977863	*
OG0007803	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007804	0.0381341	0.0022882	0.00234	0.977863	*
OG0007804	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007805	0.0381341	0.0022882	0.00234	0.977863	*
OG0007805	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007806	0.0381341	0.0022882	0.00234	0.977863	*
OG0007806	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007807	0.0381341	0.0022882	0.00234	0.977863	*
OG0007807	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007808	0.0381341	0.0022882	0.00234	0.977863	*
OG0007808	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007809	0.0381341	0.0022882	0.00234	0.977863	*
OG0007809	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007810	0.0381341	0.0022882	0.00234	0.977863	*
OG0007810	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007811	0.0381341	0.0022882	0.00234	0.977863	*
OG0007811	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007812	0.0381341	0.0022882	0.00234	0.977863	*
OG0007812	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007813	0.0381341	0.0022882	0.00234	0.977863	*
OG0007813	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007814	0.0381341	0.0022882	0.00234	0.977863	*
OG0007814	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007815	0.0381341	0.0022882	0.00234	0.977863	*
OG0007815	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007816	0.0381341	0.0022882	0.00234	0.977863	*
OG0007816	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007817	0.0381341	0.0022882	0.00234	0.977863	*
OG0007817	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007818	0.0381341	0.0022882	0.00234	0.977863	*
OG0007818	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007819	0.0381341	0.0022882	0.00234	0.977863	*
OG0007819	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007820	0.0381341	0.0022882	0.00234	0.977863	*
OG0007820	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007821	0.0381341	0.0022882	0.00234	0.977863	*
OG0007821	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007822	0.0381341	0.0022882	0.00234	0.977863	*
OG0007822	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007823	0.0381341	3.7195e-05	4.46118e-05	0.833749	N/S
OG0007823	1.96187	7.41676e-06	4.46118e-05	0.166251	N/S
OG0007824	0.0381341	0.0022882	0.00234	0.977863	*
OG0007824	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007825	0.0381341	0.0022882	0.00234	0.977863	*
OG0007825	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007826	0.0381341	0.0022882	0.00234	0.977863	*
OG0007826	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007827	0.0381341	0.0022882	0.00234	0.977863	*
OG0007827	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007828	0.0381341	0.0022882	0.00234	0.977863	*
OG0007828	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007829	0.0381341	0.0022882	0.00234	0.977863	*
OG0007829	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007830	0.0381341	0.0022882	0.00234	0.977863	*
OG0007830	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007831	0.0381341	0.0022882	0.00234	0.977863	*
OG0007831	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007832	0.0381341	0.0022882	0.00234	0.977863	*
OG0007832	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007833	0.0381341	0.0022882	0.00234	0.977863	*
OG0007833	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007834	0.0381341	0.0022882	0.00234	0.977863	*
OG0007834	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007835	0.0381341	6.03929e-07	1.6194e-06	0.372934	N/S
OG0007835	1.96187	1.01547e-06	1.6194e-06	0.627066	N/S
OG0007836	0.0381341	0.0022882	0.00234	0.977863	*
OG0007836	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007837	0.0381341	0.0022882	0.00234	0.977863	*
OG0007837	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007838	0.0381341	0.0022882	0.00234	0.977863	*
OG0007838	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007839	0.0381341	0.0022882	0.00234	0.977863	*
OG0007839	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007840	0.0381341	0.0022882	0.00234	0.977863	*
OG0007840	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007841	0.0381341	0.0022882	0.00234	0.977863	*
OG0007841	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007842	0.0381341	0.0022882	0.00234	0.977863	*
OG0007842	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007843	0.0381341	0.0022882	0.00234	0.977863	*
OG0007843	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007845	0.0381341	0.0022882	0.00234	0.977863	*
OG0007845	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007846	0.0381341	0.0022882	0.00234	0.977863	*
OG0007846	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007847	0.0381341	0.0022882	0.00234	0.977863	*
OG0007847	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007848	0.0381341	0.0022882	0.00234	0.977863	*
OG0007848	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007849	0.0381341	0.0022882	0.00234	0.977863	*
OG0007849	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007850	0.0381341	0.0022882	0.00234	0.977863	*
OG0007850	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007851	0.0381341	0.0022882	0.00234	0.977863	*
OG0007851	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007852	0.0381341	0.0022882	0.00234	0.977863	*
OG0007852	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007853	0.0381341	0.0022882	0.00234	0.977863	*
OG0007853	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007854	0.0381341	0.0022882	0.00234	0.977863	*
OG0007854	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007855	0.0381341	0.0022882	0.00234	0.977863	*
OG0007855	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007856	0.0381341	0.0022882	0.00234	0.977863	*
OG0007856	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007857	0.0381341	0.0022882	0.00234	0.977863	*
OG0007857	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007858	0.0381341	0.0022882	0.00234	0.977863	*
OG0007858	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007859	0.0381341	0.0022882	0.00234	0.977863	*
OG0007859	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007860	0.0381341	0.0022882	0.00234	0.977863	*
OG0007860	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007861	0.0381341	0.0022882	0.00234	0.977863	*
OG0007861	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007862	0.0381341	0.0022882	0.00234	0.977863	*
OG0007862	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007863	0.0381341	0.0022882	0.00234	0.977863	*
OG0007863	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007864	0.0381341	0.0022882	0.00234	0.977863	*
OG0007864	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007865	0.0381341	0.0022882	0.00234	0.977863	*
OG0007865	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007866	0.0381341	0.0022882	0.00234	0.977863	*
OG0007866	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007867	0.0381341	0.0022882	0.00234	0.977863	*
OG0007867	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007868	0.0381341	0.0022882	0.00234	0.977863	*
OG0007868	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007869	0.0381341	0.0022882	0.00234	0.977863	*
OG0007869	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007870	0.0381341	0.0022882	0.00234	0.977863	*
OG0007870	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007871	0.0381341	0.0022882	0.00234	0.977863	*
OG0007871	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007872	0.0381341	0.0022882	0.00234	0.977863	*
OG0007872	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007873	0.0381341	0.0022882	0.00234	0.977863	*
OG0007873	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007874	0.0381341	0.0022882	0.00234	0.977863	*
OG0007874	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007875	0.0381341	0.0022882	0.00234	0.977863	*
OG0007875	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007876	0.0381341	0.0022882	0.00234	0.977863	*
OG0007876	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007877	0.0381341	0.0022882	0.00234	0.977863	*
OG0007877	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007878	0.0381341	0.0022882	0.00234	0.977863	*
OG0007878	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007879	0.0381341	0.0022882	0.00234	0.977863	*
OG0007879	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0007880	0.0381341	0.0022882	0.00234	0.977863	*
OG0007880	1.96187	5.1801e-05	0.00234	0.0221372	N/S
